,Water,Energy,Protein,Carbohydrates,Sodium,Sugar
3223,0.888,0.057649667405764965,0.04449728260869566,0.055700000000000006,0.0011868517467361578,0.01312625250501002
3224,0.022000000000000002,0.46008869179600886,0.01019021739130435,0.835,0.026833169926208784,0.6412825651302605
3225,0.7251000000000001,0.1541019955654102,0.24864130434782614,0.0,0.0019092832447494712,0.0
3226,0.4011,0.3458980044345898,0.09522192028985509,0.3125,0.01901542907270757,0.1125250501002004
3227,0.4964,0.31929046563192903,0.3662817028985508,0.0,0.0020382888693947056,
3228,0.7928000000000001,0.082039911308204,0.005095108695652175,0.19940000000000002,0.00015480674957428145,0.18677354709418836
3229,0.0936,0.40022172949002216,0.08944746376811596,0.8002,0.0006450281232261727,0.004308617234468938
3230,0.7059000000000001,0.1762749445676275,0.23901721014492758,0.0,0.003044532741627535,0.0
3231,0.735,0.13082039911308205,0.18455615942028988,0.031000000000000003,0.02345322256050364,0.012024048096192385
3232,0.6165999999999999,0.24611973392461198,0.27649456521739135,0.0,0.0014190618710975798,0.0
3233,0.46280000000000004,0.29711751662971175,0.11730072463768117,0.2902,0.011533102843283967,0.03577154308617234
3234,0.6174000000000001,0.21175166297117518,0.35711050724637683,0.0,0.0023995046184013625,
3235,0.7817000000000001,0.08536585365853659,0.02989130434782609,0.1761,0.006321275607616492,
3236,0.0383,0.4445676274944568,0.00203804347826087,0.9102,0.0003612157490066567,0.733066132264529
3237,0.06,0.47339246119733924,0.06906702898550725,0.708,0.008153155477578822,
3238,0.7115,0.23059866962305986,0.027173913043478264,0.0663,0.0026317147427627847,0.06643286573146293
3239,0.6435,0.20288248337028825,0.3092164855072464,0.0,0.0014448629960266267,0.0
3240,0.8620000000000001,0.0565410199556541,0.005661231884057972,0.125,0.0003870168739357036,
3241,0.6773,0.15299334811529933,0.05140398550724638,0.2516,0.00012900562464523453,0.004008016032064128
3242,0.7325,0.14301552106430154,0.24558423913043484,0.0,0.0015738686206718613,0.0
3243,0.674,0.21175166297117518,0.22531702898550726,0.0,0.0020640899943237525,0.0
3244,0.8952,0.04212860310421286,0.012794384057971016,0.0636,0.015480674957428144,0.03507014028056112
3245,0.5947,0.31263858093126384,0.1875,0.0,0.0015222663708137675,0.0
3246,0.7698,0.09645232815964523,0.021173007246376815,0.2013,0.006192269982971258,0.009118236472945893
3247,0.891,0.04212860310421286,0.008605072463768118,0.0962,2.5801124929046907e-05,
3248,0.4217,0.34146341463414637,0.1942934782608696,0.20800000000000002,0.01602249858093813,0.040280561122244485
3249,0.019,0.4113082039911308,0.026041666666666668,0.9490000000000001,0.006037463233396976,
3250,0.6503,0.2139689578713969,0.2829483695652174,0.0,0.001960885494607565,0.0
3251,0.7245999999999999,0.12084257206208426,0.21795742753623193,0.0122,0.023092006811496982,0.01222444889779559
3252,0.0265,0.4778270509977827,0.07472826086956523,0.7709999999999999,0.022395376438412714,0.0841683366733467
3253,0.6168,0.22838137472283815,0.32846467391304357,0.0,0.0015222663708137675,0.0
3254,0.7379000000000001,0.16186252771618626,0.2041440217391305,0.0,0.003870168739357036,0.0
3255,0.9008,0.04767184035476718,0.015172101449275366,0.05740000000000001,0.008875586975592136,0.02635270541082164
3256,0.0317,0.5066518847006651,0.13258605072463772,0.662,0.022550183187986995,0.006913827655310621
3257,0.6786,0.15853658536585366,0.04166666666666668,0.21920000000000003,0.001702874245317096,0.061022044088176346
3258,0.034,0.5565410199556541,0.05095108695652174,0.663,0.00675989473141029,0.29959919839679355
3259,0.7107,0.1696230598669623,0.2335824275362319,0.0,0.01117188709427731,0.0
3260,0.6561,0.1696230598669623,0.3162364130434783,0.0,0.013210175963672017,0.0
3261,0.7938,0.10199556541019955,0.18342391304347827,0.0,0.005108622735951288,
3262,0.075,0.3869179600886918,0.16145833333333334,0.7706000000000001,0.007688735228855979,0.4570140280561122
3263,0.595,0.1662971175166297,0.12907608695652176,0.24600000000000002,0.011300892718922545,0.1723446893787575
3264,0.7428,0.10753880266075388,0.0021512681159420294,0.2525,0.00012900562464523453,
3265,0.653,0.2017738359201774,0.30774456521739135,0.0,0.0017802776201042367,
3266,0.065,0.4977827050997783,0.05434782608695653,0.6990000000000001,0.007043707105629806,0.3171342685370741
3267,0.011899999999999999,0.5565410199556541,0.054121376811594214,0.684,0.0017544764951751897,0.6266533066132264
3268,0.33299999999999996,0.3082039911308204,0.00011322463768115944,0.5,0.009830228597966872,0.07725450901803607
3269,0.6421,0.19068736141906872,0.3180480072463769,0.0,0.0019092832447494712,0.0
3270,0.031000000000000003,0.3968957871396896,0.10643115942028987,0.835,0.008694979101088808,0.20541082164328656
3271,0.6061,0.2572062084257206,0.2787590579710145,0.0,0.0020382888693947056,0.0
3272,0.6302000000000001,0.25277161862527714,0.21807065217391308,0.0012,0.0013416584963104393,0.0
3273,0.2393,0.38248337028824836,0.6863677536231885,0.0,0.0013158573713813924,0.0
3274,0.0013000000000000002,0.4445676274944568,0.0013586956521739132,0.9855,0.00012900562464523453,0.954809619238477
3275,0.8740000000000001,0.0565410199556541,0.005661231884057972,0.11800000000000001,0.00023221012436142218,0.09509018036072144
3276,0.023,0.4977827050997783,0.15058876811594207,0.67,0.021234325816605604,0.008016032064128256
3277,0.0836,0.3458980044345898,0.06340579710144928,0.768,0.008746581350946902,0.3236472945891783
3278,0.8779000000000001,0.07317073170731707,0.015398550724637685,0.0677,0.0004128179988647505,0.06913827655310621
3279,0.6198,0.22838137472283815,0.3221240942028986,0.0,0.001702874245317096,0.0
3280,0.0641,0.37915742793791574,0.4033061594202899,0.48729999999999996,7.740337478714073e-05,
3281,0.2854,0.5565410199556541,0.21614583333333337,0.0934,0.0013674596212394862,
3282,0.7187,0.1319290465631929,0.23188405797101452,0.0,0.0007998348728004541,
3283,0.2082,0.4811529933481153,0.060122282608695655,0.4706,0.012307136591155374,0.1818637274549098
3284,0.5086999999999999,0.3048780487804878,0.15930706521739132,0.0177,0.08996852262758656,0.0007014028056112224
3285,0.09,0.46008869179600886,0.2830615942028986,0.505,0.006140667733113164,0.2880761523046092
3286,0.783,0.1319290465631929,0.03838315217391305,0.050800000000000005,0.011816915217503483,0.01693386773547094
3287,0.0213,0.6729490022172949,0.2207880434782609,0.2242,0.00010320449971618763,0.0501002004008016
3288,0.6922,0.17960088691796008,0.24275362318840585,0.0,0.0014448629960266267,0.0
3289,0.6,0.2516629711751663,0.2841938405797102,0.0,0.0013416584963104393,0.0
