,VitaminC
2222,0.0
2223,0.0
2224,0.0
2225,0.0
2226,43.8
2227,1.0
2228,41.0
2229,0.0
2230,0.0
2231,0.8
2232,51.0
2233,0.0
2234,0.0
2235,0.0
2236,0.5
2237,11.1
2238,0.0
2239,0.0
2240,0.0
2241,4.1
2242,0.0
2243,0.0
2244,
2245,8.5
2246,14.0
2247,0.0
2248,0.0
2249,0.0
2250,10.8
2251,0.0
2252,0.0
2253,2.5
2254,0.0
2255,0.0
2256,29.6
2257,0.0
2258,0.6
2259,0.0
2260,183.5
2261,0.0
2262,0.8
2263,0.1
2264,0.0
2265,0.0
2266,
2267,13.5
2268,33.0
2269,0.5
2270,0.0
2271,20.0
2272,3.3
2273,8.2
2274,0.0
2275,3.8
2276,0.1
2277,
2278,3.6
2279,141.0
2280,
2281,0.0
2282,0.0
2283,
2284,4.4
2285,0.0
2286,13.7
2287,37.9
2288,13.9
2289,0.5
2290,
2291,0.0
2292,0.0
2293,0.0
2294,0.0
2295,0.0
2296,21.6
2297,25.2
2298,0.0
2299,3.2
2300,41.2
2301,1.4
2302,0.0
2303,5.7
2304,26.4
2305,0.5
2306,12.8
2307,40.1
2308,0.0
2309,0.0
2310,12.7
2311,21.0
2312,0.6
2313,0.3
2314,0.0
2315,0.0
2316,
2317,
2318,0.0
2319,0.0
2320,103.8
2321,0.0
2322,0.0
2323,0.0
2324,0.0
2325,0.4
2326,0.0
2327,0.0
2328,52.8
2329,0.0
2330,33.6
2331,0.0
2332,0.0
2333,0.0
2334,0.0
2335,0.0
2336,0.0
2337,0.0
2338,2.4
2339,10.0
2340,
2341,0.1
2342,0.7
2343,0.0
2344,0.0
2345,0.0
2346,18.9
2347,1.0
2348,33.9
2349,0.0
2350,0.0
2351,0.0
2352,0.6
2353,0.7
2354,0.0
2355,30.0
2356,0.0
2357,0.2
2358,0.0
2359,
2360,0.0
2361,0.0
2362,1.0
2363,1.0
2364,2.7
2365,0.0
2366,13.5
2367,0.0
2368,0.0
2369,0.0
2370,18.8
2371,0.0
2372,0.1
2373,0.0
2374,13.6
2375,0.0
2376,0.0
2377,1.4
2378,0.0
2379,0.0
2380,0.0
2381,0.0
2382,15.1
2383,0.0
2384,0.0
2385,0.0
2386,0.5
2387,31.8
2388,0.0
2389,2.7
2390,46.0
2391,4.4
2392,0.0
2393,0.0
2394,0.0
2395,15.5
2396,0.0
2397,38.5
2398,56.6
2399,9.6
2400,0.0
2401,2.6
2402,0.0
2403,0.0
2404,0.6
2405,0.4
2406,0.0
2407,5.0
2408,0.0
2409,0.0
2410,0.0
2411,46.5
2412,0.7
2413,0.0
2414,125.0
2415,10.4
2416,0.2
2417,50.0
2418,16.4
2419,28.1
2420,0.0
2421,1.3
2422,
2423,0.0
2424,
2425,1.0
2426,0.0
2427,
2428,0.7
2429,1.0
2430,
2431,1.2
2432,0.6
2433,0.0
2434,32.5
2435,18.9
2436,1.0
2437,0.0
2438,34.1
2439,0.0
2440,0.2
2441,0.1
2442,6.8
2443,0.0
2444,
2445,0.3
2446,0.0
2447,0.0
2448,
2449,
2450,0.0
2451,40.7
2452,0.0
2453,0.7
2454,
2455,0.4
2456,4.2
2457,0.0
2458,0.1
2459,0.0
2460,
2461,0.5
2462,0.0
2463,
2464,0.0
2465,1.3
2466,8.8
2467,0.0
2468,0.0
2469,0.0
2470,2.1
2471,0.0
2472,
2473,
2474,0.1
2475,0.8
2476,0.0
2477,0.0
2478,0.0
2479,0.0
2480,0.0
2481,0.0
2482,0.1
2483,0.0
2484,
2485,0.0
2486,0.0
2487,0.0
2488,0.0
2489,0.0
2490,
2491,0.0
2492,10.0
2493,
2494,1.9
2495,
2496,0.0
2497,0.0
2498,0.0
2499,0.0
2500,0.0
2501,0.5
2502,0.0
2503,
2504,
2505,0.0
2506,0.6
2507,0.6
2508,3.2
2509,2.1
2510,27.7
2511,24.4
2512,1.2
2513,82.7
2514,0.0
2515,0.5
2516,1.1
2517,
2518,0.0
2519,6.7
2520,0.0
2521,2.0
2522,3.8
2523,0.0
2524,0.0
2525,
2526,0.0
2527,0.0
2528,0.0
2529,0.4
2530,0.0
2531,4.3
2532,0.0
2533,0.0
2534,2.3
2535,3.7
2536,
2537,47.9
2538,0.0
2539,0.3
2540,0.0
2541,0.9
2542,0.0
2543,0.0
2544,
2545,0.0
2546,1.7
2547,0.0
2548,0.0
2549,0.3
2550,12.0
2551,0.0
2552,
2553,
2554,11.7
2555,0.0
2556,22.3
2557,0.0
2558,0.0
2559,0.0
2560,3.0
2561,
2562,10.6
2563,0.0
2564,2.7
2565,0.7
2566,0.0
2567,0.0
2568,0.0
2569,0.0
2570,0.0
2571,0.6
2572,0.0
2573,0.0
2574,0.0
2575,0.0
2576,0.0
2577,13.7
2578,0.0
2579,0.0
2580,22.2
2581,54.0
2582,0.0
2583,8.0
2584,0.8
2585,0.0
2586,0.0
2587,16.0
2588,34.6
2589,0.0
2590,
2591,9.3
2592,2.8
2593,
2594,6.5
2595,6.6
2596,13.1
2597,0.2
2598,0.0
2599,6.2
2600,1.7
2601,2.3
2602,0.0
2603,
2604,0.0
2605,0.0
2606,31.0
2607,0.9
2608,6.1
2609,0.0
2610,0.0
2611,0.0
2612,1.2
2613,0.0
2614,0.1
2615,0.2
2616,0.0
2617,13.0
2618,0.0
2619,0.0
2620,0.0
2621,0.0
2622,
2623,0.0
2624,0.0
2625,1900.0
2626,3.8
2627,72.6
2628,0.0
2629,27.1
2630,0.0
2631,2.1
2632,0.0
2633,
2634,1.4
2635,4.5
2636,0.0
2637,0.0
2638,60.0
2639,0.0
2640,0.0
2641,0.0
2642,0.0
2643,0.0
2644,0.0
2645,0.0
2646,0.0
2647,0.0
2648,0.0
2649,0.0
2650,31.2
2651,0.0
2652,0.0
2653,0.8
2654,0.0
2655,0.0
2656,0.8
2657,0.0
2658,0.3
2659,70.1
2660,
2661,0.0
2662,0.0
2663,36.4
2664,0.7
2665,0.0
2666,0.1
2667,0.0
2668,0.0
2669,0.0
2670,0.0
2671,3.8
2672,58.3
2673,0.0
2674,4.0
2675,0.0
2676,0.9
2677,
2678,0.0
2679,68.0
2680,0.0
2681,0.0
2682,
2683,4.2
2684,0.0
2685,0.7
2686,
2687,0.1
2688,0.0
2689,0.0
2690,0.0
2691,
2692,5.0
2693,0.1
2694,1.2
2695,0.5
2696,2.3
2697,38.0
2698,0.4
2699,0.0
2700,0.0
2701,0.0
2702,0.0
2703,0.0
2704,0.0
2705,0.0
2706,1.0
2707,2.2
2708,0.0
2709,1.0
2710,0.0
2711,30.0
2712,0.0
2713,0.0
2714,55.6
2715,16.7
2716,0.0
2717,0.0
2718,0.0
2719,0.0
2720,0.0
2721,0.4
2722,
2723,
2724,0.0
2725,0.7
2726,3.0
2727,3.1
2728,21.4
2729,0.0
2730,0.0
2731,0.0
2732,0.0
2733,3.1
2734,
2735,27.4
2736,15.7
2737,0.8
2738,
2739,0.0
2740,0.0
2741,1.3
2742,0.0
2743,0.3
2744,0.0
2745,18.0
2746,1.7
2747,5.0
2748,0.0
2749,1.2
2750,37.0
2751,0.0
2752,144.4
2753,2.1
2754,1.0
2755,0.0
2756,0.0
2757,0.0
2758,0.0
2759,0.0
2760,7.1
2761,0.1
2762,0.3
2763,9.5
2764,0.0
2765,9.8
2766,
2767,0.2
2768,0.0
2769,24.7
2770,0.0
2771,0.0
2772,3.4
2773,0.0
2774,1.0
2775,0.1
2776,0.0
2777,0.0
2778,0.0
2779,0.0
2780,0.7
2781,6.3
2782,0.0
2783,0.0
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,24.4
2789,32.1
2790,0.0
2791,0.0
2792,0.6
2793,0.0
2794,0.0
2795,3.8
2796,0.1
2797,0.0
2798,1.3
2799,0.8
2800,18.8
2801,7.5
2802,0.0
2803,
2804,2.0
2805,0.0
2806,0.0
2807,0.5
2808,0.1
2809,1.2
2810,
2811,71.3
2812,0.0
2813,19.3
2814,4.2
2815,0.8
2816,0.0
2817,3.3
2818,22.0
2819,0.0
2820,
2821,0.2
2822,28.1
2823,
2824,17.3
2825,6.1
2826,6.4
2827,0.0
2828,0.0
2829,
2830,17.1
2831,
2832,0.8
2833,25.0
2834,0.0
2835,0.0
2836,0.0
2837,0.7
2838,
2839,0.0
2840,0.0
2841,0.0
2842,0.0
2843,0.0
2844,0.0
2845,18.0
2846,0.0
2847,
2848,19.3
2849,2.9
2850,0.0
2851,10.0
2852,19.4
2853,4.0
2854,0.7
2855,7.0
2856,0.0
2857,3.2
2858,25.0
2859,2.3
2860,0.0
2861,
2862,0.0
2863,0.0
2864,1.1
2865,0.0
2866,0.1
2867,0.0
2868,
2869,0.0
2870,0.0
2871,0.0
2872,0.0
2873,0.0
2874,0.0
2875,0.0
2876,0.0
2877,0.0
2878,58.8
2879,0.0
2880,0.0
2881,0.0
2882,11.3
2883,0.0
2884,1.0
2885,0.0
2886,11.7
2887,0.0
2888,
2889,
2890,0.0
2891,0.0
2892,12.6
2893,0.0
2894,0.5
2895,0.0
2896,0.0
2897,1.0
2898,1.0
2899,0.0
2900,1.5
2901,0.0
2902,
2903,1.6
2904,0.0
2905,0.0
2906,1.2
2907,181.0
2908,0.0
2909,60.0
2910,0.9
2911,1.2
2912,0.0
2913,0.0
2914,1.0
2915,0.0
2916,0.5
2917,1.7
2918,13.3
2919,1.3
2920,0.0
2921,0.0
2922,50.0
2923,0.0
2924,17.0
2925,0.1
2926,0.4
2927,0.3
2928,0.0
2929,
2930,0.0
2931,0.0
2932,2.4
2933,22.6
2934,0.4
2935,0.0
2936,
2937,0.0
2938,
2939,0.0
2940,0.0
2941,0.0
2942,3.6
2943,0.0
2944,0.0
2945,0.0
2946,0.0
2947,
2948,11.8
2949,0.3
2950,0.1
2951,0.0
2952,0.0
2953,4.8
2954,0.0
2955,9.9
2956,0.0
2957,0.0
2958,0.0
2959,0.0
2960,
2961,0.0
2962,
2963,0.0
2964,
2965,
2966,0.0
2967,18.8
2968,0.0
2969,21.5
2970,9.0
2971,34.9
2972,0.0
2973,0.0
2974,
2975,0.0
2976,24.0
2977,0.0
2978,
2979,25.0
2980,
2981,39.0
2982,0.0
2983,29.0
2984,0.9
2985,0.5
2986,0.0
2987,3.9
2988,0.0
2989,18.2
2990,
2991,0.0
2992,2.9
2993,0.0
2994,0.0
2995,4.7
2996,43.0
2997,0.0
2998,0.0
2999,0.0
3000,0.4
3001,0.0
3002,0.0
3003,0.0
3004,26.3
3005,0.0
3006,0.0
3007,0.0
3008,0.0
3009,0.0
3010,22.2
3011,
3012,0.0
3013,0.0
3014,0.0
3015,0.0
3016,0.0
3017,0.3
3018,6.0
3019,
3020,96.0
3021,0.0
3022,0.0
3023,0.0
3024,0.0
3025,0.0
3026,0.0
3027,37.0
3028,40.1
3029,1.2
3030,2.0
3031,0.0
3032,0.0
3033,
3034,0.0
3035,
3036,54.0
3037,3.8
3038,0.0
3039,0.0
3040,1.0
3041,0.0
3042,
3043,11.5
3044,143.7
3045,0.0
3046,0.0
3047,30.7
3048,55.6
3049,0.0
3050,0.0
3051,0.0
3052,0.0
3053,0.0
3054,0.0
3055,0.0
3056,0.0
3057,0.2
3058,0.0
3059,0.0
3060,0.8
3061,0.0
3062,0.0
3063,0.0
3064,20.0
3065,0.0
3066,0.0
3067,
3068,0.0
3069,0.0
3070,0.0
3071,0.0
3072,31.3
3073,13.3
3074,2.0
3075,0.0
3076,0.0
3077,0.0
3078,0.0
3079,
3080,6.2
3081,250.0
3082,1342.3
3083,0.0
3084,0.7
3085,0.0
3086,0.0
3087,0.0
3088,0.0
3089,0.0
3090,
3091,0.0
3092,0.0
3093,0.0
3094,
3095,2.4
3096,0.0
3097,0.0
3098,0.8
3099,0.0
3100,31.3
3101,20.0
3102,0.0
3103,0.0
3104,1.3
3105,
3106,0.0
3107,0.0
3108,
3109,0.0
3110,0.0
3111,1.9
3112,0.0
3113,0.0
3114,
3115,7.6
3116,0.3
3117,0.8
3118,15.8
3119,15.1
3120,0.1
3121,0.5
3122,0.0
3123,0.0
3124,0.0
3125,97.0
3126,0.0
3127,1.4
3128,29.3
3129,0.0
3130,1.4
3131,0.0
3132,38.0
3133,0.0
3134,0.0
3135,
3136,68.0
3137,3.3
3138,0.0
3139,0.0
3140,0.0
3141,22.2
3142,0.9
3143,0.0
3144,0.0
3145,21.4
3146,16.9
3147,0.0
3148,0.0
3149,
3150,0.0
3151,0.0
3152,0.3
3153,0.0
3154,0.0
3155,2.3
3156,0.0
3157,0.2
3158,
3159,0.5
3160,
3161,0.0
3162,0.1
3163,0.0
3164,0.0
3165,0.0
3166,0.0
3167,0.0
3168,3.4
3169,1.2
3170,0.0
3171,0.0
3172,19.7
3173,0.0
3174,22.5
3175,
3176,0.3
3177,20.3
3178,0.3
3179,
3180,1.3
3181,0.0
3182,0.0
3183,12.6
3184,32.9
3185,0.0
3186,0.0
3187,0.5
3188,0.0
3189,57.0
3190,0.0
3191,3.8
3192,1.0
3193,0.0
3194,
3195,0.0
3196,0.5
3197,0.0
3198,0.0
3199,0.0
3200,0.0
3201,0.4
3202,0.0
3203,0.8
3204,0.0
3205,1.5
3206,12.0
3207,0.8
3208,0.1
3209,0.0
3210,28.0
3211,0.0
3212,0.0
3213,0.0
3214,6.0
3215,0.0
3216,2.1
3217,0.5
3218,0.0
3219,0.0
3220,0.8
3221,1.8
3222,0.0
3223,0.0
3224,0.3
3225,0.0
3226,0.0
3227,0.0
3228,2.8
3229,
3230,0.0
3231,0.0
3232,0.0
3233,1.2
3234,
3235,6.4
3236,61.1
3237,0.0
3238,0.0
3239,0.0
3240,14.0
3241,0.0
3242,0.0
3243,0.0
3244,12.3
3245,0.0
3246,13.0
3247,61.0
3248,0.0
3249,0.0
3250,0.0
3251,0.0
3252,
3253,0.0
3254,0.0
3255,7.2
3256,
3257,0.8
3258,
3259,0.0
3260,0.0
3261,38.5
3262,48.4
3263,2.0
3264,1.1
3265,
3266,0.3
3267,0.6
3268,1.0
3269,0.0
3270,19.0
3271,0.0
3272,0.0
3273,0.0
3274,0.0
3275,31.3
3276,
3277,0.0
3278,5.9
3279,0.0
3280,0.0
3281,0.0
3282,2.4
3283,0.0
3284,0.0
3285,75.0
3286,0.0
3287,0.8
3288,0.0
3289,2.3
3290,0.0
3291,0.0
3292,0.0
3293,31.5
3294,
3295,21.0
3296,0.0
3297,0.0
3298,0.0
3299,2.7
3300,0.0
3301,0.0
3302,0.0
3303,0.9
3304,1.5
3305,0.0
3306,0.6
3307,25.0
3308,0.0
3309,0.0
3310,0.0
3311,0.0
3312,2.2
3313,0.0
3314,0.7
3315,0.0
3316,0.9
3317,144.8
3318,0.1
3319,0.0
3320,0.0
3321,7.2
3322,0.0
3323,
3324,0.0
3325,48.8
3326,0.3
3327,0.0
3328,25.8
3329,1.0
3330,0.0
3331,0.0
3332,0.6
3333,0.0
3334,2.7
3335,
3336,0.0
3337,0.0
3338,0.7
3339,18.3
3340,0.2
3341,0.0
3342,0.0
3343,4.1
3344,
3345,0.0
3346,200.0
3347,0.0
3348,42.0
3349,0.0
3350,0.0
3351,62.0
3352,0.0
3353,8.1
3354,0.0
3355,0.0
3356,0.0
3357,0.0
3358,0.0
3359,0.0
3360,1.2
3361,0.5
3362,0.7
3363,2.3
3364,0.0
3365,74.4
3366,0.0
3367,0.0
3368,0.0
3369,0.0
3370,3.1
3371,5.6
3372,9.5
3373,13.8
3374,13.0
3375,0.0
3376,0.0
3377,0.0
3378,9.7
3379,0.0
3380,0.0
3381,0.0
3382,0.0
3383,20.0
3384,0.0
3385,2.0
3386,0.0
3387,0.0
3388,11.6
3389,21.6
3390,0.0
3391,30.0
3392,0.3
3393,0.0
3394,0.0
3395,8.2
3396,0.0
3397,8.5
3398,28.0
3399,1.5
3400,0.0
3401,0.0
3402,
3403,0.7
3404,1.4
3405,17.6
3406,5.0
3407,16.3
3408,4.8
3409,1.0
3410,0.0
3411,0.0
3412,59.1
3413,
3414,
3415,0.4
3416,1.9
3417,
3418,0.5
3419,0.0
3420,0.0
3421,0.0
3422,
3423,0.0
3424,24.0
3425,0.0
3426,0.0
3427,0.0
3428,0.0
3429,
3430,21.8
3431,0.0
3432,66.8
3433,0.0
3434,0.0
3435,0.0
3436,27.9
3437,0.0
3438,0.0
3439,0.9
3440,0.0
3441,
3442,47.9
3443,0.0
3444,0.6
3445,0.7
3446,0.0
3447,0.0
3448,0.0
3449,0.0
3450,
3451,
3452,0.0
3453,0.0
3454,32.3
3455,0.0
3456,33.6
3457,30.4
3458,15.9
3459,0.0
3460,0.0
3461,0.1
3462,0.0
3463,0.0
3464,0.0
3465,1.5
3466,0.0
3467,52.0
3468,4.2
3469,0.0
3470,0.0
3471,
3472,92.9
3473,0.0
3474,24.7
3475,0.0
3476,3.2
3477,0.3
3478,0.0
3479,29.6
3480,0.9
3481,0.0
3482,29.3
3483,0.0
3484,5.9
3485,0.0
3486,2.5
3487,11.2
3488,11.2
3489,
3490,3.8
3491,
3492,0.0
3493,0.0
3494,0.0
3495,
3496,0.4
3497,0.0
3498,0.0
3499,0.0
3500,9.1
3501,15.0
3502,0.0
3503,0.0
3504,7.7
3505,0.0
3506,1.1
3507,0.2
3508,158.0
3509,0.0
3510,0.0
3511,0.0
3512,0.0
3513,0.0
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.0
3519,0.8
3520,
3521,0.0
3522,136.0
3523,0.3
3524,
3525,0.0
3526,0.0
3527,0.0
3528,5.9
3529,0.0
3530,0.0
3531,0.0
3532,3.2
3533,0.0
3534,0.0
3535,0.0
3536,0.2
3537,0.0
3538,25.0
3539,0.4
3540,0.0
3541,0.0
3542,
3543,0.0
3544,3.9
3545,0.0
3546,0.0
3547,5.0
3548,28.0
3549,
3550,0.4
3551,
3552,0.0
3553,2.8
3554,0.0
3555,0.0
3556,23.9
3557,
3558,1.0
3559,0.0
3560,0.0
3561,0.0
3562,10.1
3563,0.0
3564,0.9
3565,
3566,2.8
3567,20.0
3568,0.0
3569,0.0
3570,0.4
3571,28.9
3572,2.0
3573,
3574,0.0
3575,0.0
3576,0.0
3577,0.0
3578,52.9
3579,0.0
3580,0.0
3581,0.5
3582,0.9
3583,0.0
3584,0.1
3585,12.3
3586,0.0
3587,0.0
3588,5.5
3589,1.0
3590,0.0
3591,3.1
3592,
3593,0.3
3594,
3595,46.1
3596,1.0
3597,0.0
3598,0.0
3599,0.2
3600,1.0
3601,0.0
3602,0.0
3603,0.0
3604,0.1
3605,0.0
3606,0.6
3607,0.0
3608,0.0
3609,20.5
3610,0.0
3611,0.3
3612,0.9
3613,0.0
3614,
3615,0.0
3616,0.0
3617,2.1
3618,0.0
3619,0.0
3620,0.0
3621,0.0
3622,0.0
3623,31.0
3624,0.0
3625,0.0
3626,0.0
3627,62.0
3628,0.0
3629,0.0
3630,0.0
3631,0.0
3632,8.1
3633,1.2
3634,1.3
3635,0.0
3636,13.0
3637,0.0
3638,0.0
3639,25.3
3640,0.0
3641,0.0
3642,
3643,0.0
3644,27.3
3645,118.6
3646,
3647,0.9
3648,
3649,0.0
3650,0.0
3651,
3652,0.0
3653,0.0
3654,0.0
3655,19.4
3656,
3657,1.2
3658,17.1
3659,0.6
3660,0.0
3661,0.0
3662,
3663,0.0
3664,20.0
3665,0.0
3666,9.0
3667,0.0
3668,2.0
3669,0.0
3670,0.0
3671,0.0
3672,0.0
3673,0.0
3674,0.0
3675,0.0
3676,0.0
3677,19.6
3678,5.5
3679,0.0
3680,14.3
3681,7.7
3682,0.0
3683,5.9
3684,0.3
3685,1.5
3686,0.5
3687,0.0
3688,0.0
3689,0.0
3690,7.0
3691,5.0
3692,0.0
3693,0.0
3694,0.0
3695,0.0
3696,
3697,0.0
3698,0.0
3699,0.3
3700,
3701,0.0
3702,0.0
3703,0.0
3704,0.0
3705,7.0
3706,0.3
3707,0.1
3708,0.0
3709,0.0
3710,0.0
3711,0.0
3712,25.0
3713,0.0
3714,55.6
3715,0.0
3716,0.0
3717,1.3
3718,0.0
3719,0.0
3720,0.0
3721,21.3
3722,0.0
3723,4.3
3724,1.5
3725,0.0
3726,24.5
3727,0.0
3728,0.0
3729,1.0
3730,0.1
3731,1.0
3732,0.0
3733,2.3
3734,0.0
3735,0.0
3736,0.0
3737,10.6
3738,0.2
3739,
3740,0.3
3741,11.5
3742,12.0
3743,0.0
3744,0.0
3745,0.0
3746,0.0
3747,0.0
3748,9.8
3749,29.6
3750,62.0
3751,0.0
3752,1.7
3753,0.0
3754,0.0
3755,0.0
3756,
3757,0.0
3758,0.0
3759,21.0
3760,0.0
3761,0.0
3762,27.4
3763,0.0
3764,0.0
3765,0.0
3766,35.6
3767,0.0
3768,17.6
3769,0.0
3770,1.0
3771,0.3
3772,0.0
3773,21.3
3774,0.7
3775,4.8
3776,4.5
3777,46.1
3778,7.9
3779,0.0
3780,0.0
3781,0.0
3782,0.0
3783,
3784,0.0
3785,0.0
3786,0.2
3787,0.0
3788,0.1
3789,0.0
3790,1.6
3791,4.7
3792,0.0
3793,0.7
3794,0.0
3795,
3796,2.4
3797,
3798,2.4
3799,0.0
3800,1.8
3801,5.5
3802,0.0
3803,0.0
3804,80.0
3805,0.0
3806,0.0
3807,0.0
3808,1.0
3809,0.0
3810,0.7
3811,0.2
3812,0.3
3813,0.0
3814,0.3
3815,
3816,0.5
3817,0.0
3818,5.1
3819,70.0
3820,0.0
3821,
3822,0.0
3823,34.1
3824,7.9
3825,0.0
3826,0.0
3827,0.0
3828,0.0
3829,2.0
3830,0.0
3831,0.8
3832,0.0
3833,0.0
3834,31.4
3835,0.0
3836,0.0
3837,1.7
3838,0.0
3839,31.3
3840,
3841,17.3
3842,0.0
3843,72.6
3844,35.0
3845,17.6
3846,0.0
3847,1.9
3848,3.0
3849,0.0
3850,0.0
3851,1.0
3852,146.4
3853,
3854,0.0
3855,0.0
3856,0.0
3857,0.0
3858,
3859,6.0
3860,0.0
3861,0.0
3862,0.0
3863,0.7
3864,0.0
3865,0.3
3866,113.1
3867,0.6
3868,
3869,0.0
3870,0.0
3871,0.0
3872,3.4
3873,0.0
3874,35.5
3875,
3876,1.0
3877,4.2
3878,1.0
3879,0.0
3880,1.3
3881,0.0
3882,
3883,0.0
3884,0.0
3885,0.0
3886,0.4
3887,1.4
3888,0.0
3889,0.0
3890,0.4
3891,
3892,1.5
3893,28.2
3894,3.1
3895,0.0
3896,0.0
3897,7.0
3898,0.4
3899,
3900,7.9
3901,1.0
3902,0.0
3903,2.0
3904,12.6
3905,0.0
3906,0.0
3907,0.0
3908,4.1
3909,0.0
3910,36.2
3911,0.0
3912,75.0
3913,0.7
3914,0.0
3915,1.8
3916,0.3
3917,16.2
3918,0.0
3919,7.4
3920,0.0
3921,3.1
3922,0.0
3923,0.0
3924,0.0
3925,18.2
3926,0.0
3927,
3928,0.0
3929,2.3
3930,10.5
3931,
3932,1.9
3933,0.0
3934,9.5
3935,0.0
3936,0.0
3937,0.0
3938,2.4
3939,24.5
3940,0.0
3941,101.8
3942,29.6
3943,0.0
3944,0.0
3945,0.0
3946,0.0
3947,0.0
3948,1.0
3949,3.0
3950,0.7
3951,
3952,
3953,0.0
3954,
3955,0.0
3956,0.0
3957,0.1
3958,19.4
3959,0.1
3960,0.0
3961,14.7
3962,0.0
3963,0.2
3964,0.0
3965,0.0
3966,0.0
3967,0.0
3968,0.0
3969,4.7
3970,8.0
3971,0.9
3972,17.8
3973,3.7
3974,15.3
3975,0.0
3976,0.0
3977,
3978,0.0
3979,0.0
3980,67.1
3981,0.0
3982,1.7
3983,6.1
3984,0.0
3985,0.3
3986,3.2
3987,0.0
3988,0.0
3989,0.0
3990,16.0
3991,0.0
3992,0.0
3993,3.9
3994,120.0
3995,5.0
3996,0.0
3997,
3998,0.0
3999,0.0
4000,0.0
4001,0.0
4002,1.3
4003,0.6
4004,0.0
4005,
4006,0.0
4007,0.2
4008,0.4
4009,0.0
4010,11.0
4011,62.0
4012,0.2
4013,0.0
4014,
4015,10.6
4016,6.0
4017,0.0
4018,11.5
4019,0.0
4020,0.4
4021,5.9
4022,0.0
4023,
4024,0.0
4025,0.0
4026,0.0
4027,0.0
4028,1.3
4029,0.2
4030,566.7
4031,0.7
4032,
4033,0.1
4034,30.4
4035,0.0
4036,8.6
4037,
4038,0.0
4039,0.5
4040,
4041,0.3
4042,0.0
4043,1.1
4044,0.1
4045,0.0
4046,0.0
4047,0.0
4048,0.0
4049,0.0
4050,1.1
4051,84.0
4052,0.0
4053,0.0
4054,2.0
4055,0.0
4056,0.0
4057,0.0
4058,0.0
4059,0.0
4060,0.4
4061,14.2
4062,0.8
4063,
4064,3.1
4065,0.0
4066,
4067,0.0
4068,25.2
4069,0.0
4070,
4071,0.0
4072,2.6
4073,11.9
4074,
4075,0.0
4076,8.3
4077,35.0
4078,0.0
4079,46.0
4080,0.0
4081,0.0
4082,0.2
4083,
4084,10.2
4085,0.0
4086,3.8
4087,0.0
4088,0.0
4089,0.0
4090,0.0
4091,0.0
4092,
4093,
4094,
4095,0.3
4096,0.0
4097,0.2
4098,0.0
4099,1.1
4100,0.0
4101,0.0
4102,10.0
4103,0.0
4104,1.3
4105,0.6
4106,6.6
4107,
4108,21.2
4109,11.0
4110,5.6
4111,0.0
4112,0.0
4113,0.9
4114,49.2
4115,0.3
4116,86.5
4117,
4118,0.0
4119,0.0
4120,13.0
4121,
4122,0.0
4123,0.0
4124,0.0
4125,1.0
4126,0.0
4127,24.7
4128,0.3
4129,0.0
4130,0.0
4131,0.0
4132,0.0
4133,0.0
4134,0.0
4135,0.0
4136,0.0
4137,26.6
4138,176.4
4139,0.0
4140,3.6
4141,0.0
4142,0.0
4143,1.8
4144,0.0
4145,0.7
4146,0.0
4147,0.0
4148,2.1
4149,0.7
4150,0.0
4151,63.8
4152,0.0
4153,0.1
4154,0.0
4155,0.3
4156,0.0
4157,0.0
4158,0.0
4159,3.1
4160,21.8
4161,0.9
4162,0.0
4163,4.5
4164,0.0
4165,0.0
4166,18.8
4167,30.0
4168,0.0
4169,0.0
4170,27.0
4171,0.0
4172,
4173,660.0
4174,0.6
4175,0.0
4176,8.1
4177,0.0
4178,
4179,7.9
4180,0.0
4181,4.0
4182,0.0
4183,0.0
4184,8.1
4185,1.7
4186,4.3
4187,1.0
4188,
4189,0.1
4190,0.0
4191,13.0
4192,0.0
4193,1.3
4194,0.7
4195,0.6
4196,0.1
4197,0.0
4198,0.0
4199,0.0
4200,8.0
4201,2.8
4202,0.0
4203,0.1
4204,0.0
4205,0.5
4206,0.2
4207,0.0
4208,0.0
4209,58.3
4210,14.0
4211,26.7
4212,0.0
4213,0.0
4214,17.9
4215,20.4
4216,
4217,24.7
4218,13.8
4219,1.0
4220,0.5
4221,0.0
4222,0.0
4223,0.0
4224,33.9
4225,0.0
4226,0.0
4227,0.0
4228,0.0
4229,138.0
4230,0.0
4231,0.0
4232,1.3
4233,0.0
4234,0.3
4235,0.0
4236,
4237,0.0
4238,0.0
4239,0.0
4240,0.0
4241,0.0
4242,
4243,0.0
4244,0.0
4245,
4246,0.0
4247,15.1
4248,6.0
4249,0.0
4250,0.0
4251,15.8
4252,0.0
4253,0.0
4254,0.4
4255,38.0
4256,0.0
4257,0.0
4258,3.5
4259,0.0
4260,2.3
4261,55.6
4262,0.1
4263,26.0
4264,65.0
4265,2.6
4266,
4267,0.0
4268,0.0
4269,4.6
4270,0.0
4271,91.0
4272,0.6
4273,0.0
4274,3.6
4275,
4276,0.0
4277,0.7
4278,2.0
4279,0.0
4280,
4281,2.8
4282,57.0
4283,3.5
4284,6.1
4285,0.0
4286,0.0
4287,0.0
4288,0.9
4289,0.0
4290,0.0
4291,
4292,0.4
4293,0.0
4294,40.1
4295,0.0
4296,0.0
4297,0.3
4298,0.0
4299,0.0
